"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"45997","Mediterranean","October 10, 2018","2018","Oct","2","","2","","","2","","Presumed drowning","70km off the coast of Cap Falcon, Ain El Türck, province of Oran, Algeria","El Watan, Réflexion, Le Quotidien d'Oran","35.817327335279, -0.801022391016","Western Mediterranean","https://bit.ly/2P6Eo6G, https://bit.ly/2QVBbnR, https://bit.ly/2CrCnvj","Uncategorized","3"
"51392","Sub-Saharan Africa","October 10, 2018","2018","Oct","2","","2","","2","","2","Sickness and lack of access to medicines","Niamey, Niger","Mixed Migration Monitoring Mechanism Initiative (4mi)","13.511667000000, 2.125278000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51393","Sub-Saharan Africa","October 10, 2018","2018","Oct","1","","1","","1","","","Shot or stabbed","Mopti, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","14.495833000000, -4.198611000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51394","Sub-Saharan Africa","October 10, 2018","2018","Oct","1","","1","","1","","1","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4mi)","16.967643000000, 7.985137000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51488","US-Mexico Border","October 10, 2018","2018","Oct","1","","1","","1","","","Unknown","McAllen Medical Center, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office","26.187109900000, -98.225910900000","Central America to US","","Northern America","5"
"52134","North Africa","October 10, 2018","2018","Oct","2","","2","","","2","","Sickness and lack of access to medicines, Starvation, Dehydration","Unspecified location in the Sahara Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.360590000000, 24.676808000000","","http://www.mixedmigration.org/4mi/","","2"
"52135","North Africa","October 10, 2018","2018","Oct","1","","1","","","1","","Shot or stabbed","Tazirbu, Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.619268000000, 21.142195000000","","http://www.mixedmigration.org/4mi/","","2"
"45973","US-Mexico Border","October 09, 2018","2018","Oct","1","","1","","","","","Unknown","Near Brownsville, Cameron County, Texas, USA","US Border Patrol","26.010098116239, -97.398606846875","Central America to US","https://bit.ly/2IV1UhH","Northern America","5"
"45975","US-Mexico Border","October 09, 2018","2018","Oct","1","","1","","","1","","Presumed drowning","Río Bravo, near 1001 East Military Road, Peñitas, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office","26.222307447026, -98.455917763024","Central America to US","","Northern America","5"
"48094","US-Mexico Border","October 09, 2018","2018","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.734394600000, -112.115492200000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"51391","Sub-Saharan Africa","October 09, 2018","2018","Oct","1","","1","","1","","","Suffocation","Near Maputo, Mozambique","Mixed Migration Monitoring Mechanism Initiative (4mi)","-25.727874000000, 32.550056000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"45972","Mediterranean","October 08, 2018","2018","Oct","8","26","34","1","1","1","11","Drowning","Off the coast of off the coast of Karaburun district, Izmir, Turkey","Turkish Coast Guard via IOM Turkey, Ekathimerini, Rudaw","38.798437504788, 26.517544518555","Eastern Mediterranean","https://bit.ly/2QPshbm, https://bit.ly/2yl2Rvs","Uncategorized","5"
"51389","North Africa","October 08, 2018","2018","Oct","1","","1","","","1","1","Sickness and lack of access to medicines, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4mi)","22.396611000000, 26.693147000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51390","Sub-Saharan Africa","October 08, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Sikasso, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","11.316667000000, -5.666667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"45970","Mediterranean","October 07, 2018","2018","Oct","1","5","6","5","","1","","Drowning","Off the coast of Djerba, near Zarzis, Tunisia","Mosaique FM, Kapitalis","33.919350740267, 11.347771211719","Central Mediterranean","https://bit.ly/2Rz97rp, https://bit.ly/2Nu1O0X","Uncategorized","3"
"51388","Sub-Saharan Africa","October 07, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Niangoloko, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","10.283333000000, -4.916667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"52133","North Africa","October 07, 2018","2018","Oct","3","","3","","1","1","1","Sickness and lack of access to medicines, Starvation, Dehydration, Harsh weather/lack of adequate shelter","Unspecified location in the Sahara Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.222362000000, 14.364959000000","","http://www.mixedmigration.org/4mi/","","2"
"51385","Sub-Saharan Africa","October 06, 2018","2018","Oct","3","","3","","3","","1","Unknown","Kumasi, Ghana","Mixed Migration Monitoring Mechanism Initiative (4mi)","6.666667000000, -1.616667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51386","Sub-Saharan Africa","October 06, 2018","2018","Oct","1","","1","","","1","1","Sickness and lack of access to medicines","Gagnoa, Cote d'Ivoire","Mixed Migration Monitoring Mechanism Initiative (4mi)","6.133333000000, -5.933333000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51387","Sub-Saharan Africa","October 06, 2018","2018","Oct","2","","2","","","2","","Sickness and lack of access to medicines","Dapaong, Togo","Mixed Migration Monitoring Mechanism Initiative (4mi)","10.867778000000, 0.203611000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51540","US-Mexico Border","October 06, 2018","2018","Oct","1","","1","","","","","Unknown","Open desert, Ocotillo, Imperial County, California, USA","Imperial County Coroner's Office","32.656668985475, -116.012563826030","Central America to US","","Northern America","5"
"52131","North Africa","October 06, 2018","2018","Oct","2","","2","","","2","","Starvation","Sabha, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","26.831999000000, 14.377578000000","","http://www.mixedmigration.org/4mi/","","2"
"52132","North Africa","October 06, 2018","2018","Oct","1","","1","","","1","","Starvation","Tamanrasset, Algeria","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.044025000000, 5.707382000000","","http://www.mixedmigration.org/4mi/","","2"
"51382","Sub-Saharan Africa","October 05, 2018","2018","Oct","1","","1","","","1","","Starvation, Dehydration","Unspecified location in Cote d'Ivoire","Mixed Migration Monitoring Mechanism Initiative (4mi)","7.988257000000, -5.497591000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51383","Sub-Saharan Africa","October 05, 2018","2018","Oct","2","","2","","","2","","Sickness and lack of access to medicines, Starvation","Mafia, Cameroon","Mixed Migration Monitoring Mechanism Initiative (4mi)","5.200000000000, 11.210000000000","","http://www.mixedmigration.org/4mi/","Central Africa","2"
"51384","Sub-Saharan Africa","October 05, 2018","2018","Oct","2","","2","","","2","","Sickness and lack of access to medicines, Starvation","Mafia, Cameroon","Mixed Migration Monitoring Mechanism Initiative (4mi)","5.200000000000, 11.210000000000","","http://www.mixedmigration.org/4mi/","Central Africa","2"
"51380","Horn of Africa","October 04, 2018","2018","Oct","1","","1","","","1","","Vehicle Accident","Near Hargeisa, Somalia","Mixed Migration Monitoring Mechanism Initiative (4mi)","9.511606000000, 44.059039000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51381","Sub-Saharan Africa","October 04, 2018","2018","Oct","1","","1","","1","","","Sickness and lack of access to medicines","Bobo Dioulasso, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","11.183333000000, -4.283333000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"45961","Central America","October 03, 2018","2018","Oct","1","","1","","","1","","Fall from train","Train tracks near Tuzuapan (San Isidro), Cañada Morelos, Puebla, Mexico","El Sol de Puebla,  E-Consulta","18.764062500000, -97.406687500000","Central America to US","https://bit.ly/2QvdthN, https://bit.ly/2ycbcAD","Central America","3"
"45962","Sub-Saharan Africa","October 03, 2018","2018","Oct","2","","2","63","","","","Presumed drowning","Unspecified location off the coast of Guinea-Bissau","Guinea-Bissau Coast Guard via IOM ","11.538152737709, -17.142159215820","","","Uncategorized","5"
"45969","Europe","October 03, 2018","2018","Oct","1","","1","","","1","","Exhaustion","Forest near Siva Reka, Bulgaria, near border with Greece","Bulgarian Interior Ministry, IOM Bulgaria","41.743599816322, 26.063311471875","Western Balkans","https://bit.ly/2NpNBlH","Southern Europe","5"
"48093","US-Mexico Border","October 03, 2018","2018","Oct","1","","1","","1","","","Probable hyperthermia","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.916318900000, -112.935779900000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"49511","Southeast Asia","October 03, 2018","2018","Oct","1","","1","","","1","","Starvation, Dehydration, Excessive Physical Abuse","Ranong province, Thailand","Mixed Migration Monitoring Mechanism Initiative (4mi)","10.275137000000, 98.786917000000","","http://www.mixedmigration.org/4mi/","South-eastern Asia","2"
"49512","Southeast Asia","October 03, 2018","2018","Oct","1","","1","","","1","1","Sickness and lack of access to medicines, Starvation","Yongon, Myanmar","Mixed Migration Monitoring Mechanism Initiative (4mi)","16.870790000000, 96.268316000000","","http://www.mixedmigration.org/4mi/","South-eastern Asia","2"
"51377","Horn of Africa","October 03, 2018","2018","Oct","2","","2","","","2","","Shot or stabbed","Near Gambella, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4mi)","8.271988000000, 34.587575000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51378","North Africa","October 03, 2018","2018","Oct","2","","2","","2","","","Excessive Physical Abuse, Sexual abuse","Sahara desert, Sudan, near the border with Egypt","Mixed Migration Monitoring Mechanism Initiative (4mi)","21.943709000000, 27.672666000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"51379","Sub-Saharan Africa","October 03, 2018","2018","Oct","2","","2","","2","","2","Vehicle Accident","Diebougou, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","10.580000000000, -3.150000000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"45968","North Africa","October 02, 2018","2018","Oct","1","","1","36","","1","","Fall from steep slope","Dar El Kebdani, near Nador, Morocco","Nador City, Association Marocaine des Droits Humains - Section Nador","35.129407600000, -3.323790200000","","https://bit.ly/2ycOqsl, https://www.facebook.com/AmdhNador/posts/2194494590762804","Northern Africa","4"
"48092","US-Mexico Border","October 02, 2018","2018","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","32.131434800000, -112.344031300000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"51374","Sub-Saharan Africa","October 02, 2018","2018","Oct","1","","1","","","1","","Unknown","Mopti, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","14.495833000000, -4.198611000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51375","Sub-Saharan Africa","October 02, 2018","2018","Oct","2","","2","","","2","","Unknown","Mamfe, Cameroon","Mixed Migration Monitoring Mechanism Initiative (4mi)","5.790770000000, 9.302600000000","","http://www.mixedmigration.org/4mi/","Central Africa","2"
"51376","Sub-Saharan Africa","October 02, 2018","2018","Oct","1","","1","","","1","","Shot or stabbed","Near Gossi, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","15.670295000000, -1.329927000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"45956","Mediterranean","October 01, 2018","2018","Oct","15","19","34","26","","","2","Drowning","Unspecified location between Morocco and Spain","Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador","35.936532863732, -6.646877176971","Western Mediterranean","https://bit.ly/2NVSyYx, https://bit.ly/2P3OJgx, https://bit.ly/2OsxMix, https://bit.ly/2zKrdQu, https://www.facebook.com/AmdhNador/posts/2194737700738493","Uncategorized","4"
"45957","US-Mexico Border","October 01, 2018","2018","Oct","1","","1","","","1","","Drowning","Río Bravo near Guerrero, Mexico, in south of Maverick County, Texas, USA","K911 Noticias, Revista Fundamentos","28.332460772696, -100.303293400160","Central America to US","https://bit.ly/2IwAIpf, https://bit.ly/2OEOETm","Northern America","3"
"45958","Mediterranean","October 01, 2018","2018","Oct","","1","1","","","1","","Presumed drowning","Body spotted floating northeast of Zuwarah, Libya (see coordinates)","Pilotes Volontaires","33.533312500000, 12.633312500000","Central Mediterranean","https://bit.ly/2NgYNB9, https://bit.ly/2QjJ0n0","Uncategorized","4"
"51371","Horn of Africa","October 01, 2018","2018","Oct","2","","2","","","2","","Shot or stabbed","Near Jijiga, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4mi)","9.322813000000, 42.787821000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51372","Horn of Africa","October 01, 2018","2018","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Tog Waajale, Ethiopia-Somalia border","Mixed Migration Monitoring Mechanism Initiative (4mi)","9.599192000000, 43.343533000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"51373","North Africa","October 01, 2018","2018","Oct","1","","1","","","","","Harsh weather/lack of adequate shelter","Near Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4mi)","29.625085000000, 20.386066000000","","http://www.mixedmigration.org/4mi/","Northern Africa","2"
"52130","North Africa","October 01, 2018","2018","Oct","1","","1","","","1","","Shot or stabbed","Unspecified location in the Sahara Desert, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.531096000000, 24.088779000000","","http://www.mixedmigration.org/4mi/","","2"
"45954","Mediterranean","September 30, 2018","2018","Sep","5","2","7","3","4","2","","Drowning","Off the coast of Enez, Edirne province, Turkey","Turkish Coast Guard","40.715396386106, 26.025522486328","Eastern Mediterranean","https://bit.ly/2xO9QfZ","Uncategorized","5"
